auteur,jour_publication,titre
Par Stéphanie Guerrin ,2021/17-01-2021,Audiences TV : «Ninja Warrior» une nouvelle fois battu par le polar de France 3
"Par Le Parisien, avec AFP ",2021/17-01-2021,Pédopornographie : 14 personnes interpellées lors du dernier confinement
Par Victor Alexandre ,2021/17-01-2021,Covid : comment l’Insee a tenu les statistiques nationales dans la tempête
Par S. Co avec AFP ,2021/17-01-2021,Séisme en Indonésie : les pluies torrentielles et les pénuries compliquent les recherches
Par Marie-Anne Gairaud ,2021/17-01-2021,Déclaration d’intérêts et de patrimoine  : les élus de Paris se plient difficilement à la transparence
Par Thomas Segissement ,2021/17-01-2021,Pontault-Combault : Brico Dépôt arrive avec 70 emplois à la clé
Par Mehdi Gherdane ,2021/17-01-2021,"Yvelines  : dans la forêt de Verneuil, 2 500 arbres abattus à cause… de la sécheresse"
Par Pauline Conradsson ,2021/17-01-2021,"Sur les traces de Mamadou, qui incarne Omar Sy enfant dans «Lupin» sur Netflix"
"Par L.P, avec AFP ",2021/17-01-2021,Retour sur la Lune  : échec d’un test crucial pour la fusée géante SLS de la Nasa
Par Martin Antoine ,2021/17-01-2021,Un test ADN permet à une habitante de Strasbourg de retrouver son père !
Par Bertrand Fizel ,2021/17-01-2021,Confinement : le spleen des bistrots en vidéo
"Par Le Parisien, avec AFP ",2021/17-01-2021,Loi Sécurité globale : des manifestants accusent la police de violences à Paris
Par Nora Moreau ,2021/17-01-2021,"Le Cairn de Gavrinis, dans le Morbihan, devra être à nouveau restauré"
Par Fabien Paillot ,2021/17-01-2021,"Dans un village des Deux-Sèvres, une prime pour ne plus pulvériser de pesticides !"
Par Le Parisien avec AFP ,2021/17-01-2021,La dette française supérieure à 100 % du PIB pendant «dix ans au moins» pour Moscovici
Par Olivier François ,2021/17-01-2021,"Racing 92 : Patrick Serrière, le trait d’union"
Par Sylvain Merle ,2021/17-01-2021,"Matt Pokora, Gims, Kev Adams, Jenifer… comment le streaming payant trouve sa place"
Par S. Co. avec AFP ,2021/17-01-2021,L’opposant russe Alexeï Navalny arrêté dès son atterrissage à Moscou
Par Pierre Laurent ,2021/17-01-2021,VIDÉO. Faut-il acheter un vélo mécanique ou un vélo électrique ? Pas si simple...
Par T.d.L ,2021/17-01-2021,"Le vortex polaire se décale vers le Sud : c’est grave, docteur ?"
Par  ,2021/17-01-2021,Liverpool - Manchester United : à quelle heure et sur quelle chaîne regarder le match en direct ?  
Par  ,2021/17-01-2021,Soldes Amazon : Nouvelles mégas ventes flash à saisir 
Par Eric Michel ,2021/17-01-2021,VTT : Aurélien Fontenoy va monter une tour de la Défense à vélo
Par Christophe Bérard ,2021/17-01-2021,"Poteaux carrés, Mercedes de Curkovic… : Philippe Gastal, la mémoire du musée des Verts"
Par Valentine Rousseau ,2021/17-01-2021,"«Happy Days», «les Petits Meurtres d’Agatha Christie»… 5 séries qu’on a tant aimées"
Par I.P. avec AFP ,2021/17-01-2021,La Martinique impose un isolement de 7 jours à tous les voyageurs
Par Stéphanie Guerrin ,2021/17-01-2021,«Dawson» débarque sur Netflix : que reste-t-il de la série culte ?
Par Le Parisien avec AFP ,2021/17-01-2021,"Isère : à peine le couvre-feu avancé mis en place, une soirée clandestine d’une centaine de teufeurs"
Par le service Télévision ,2021/17-01-2021,Programme TV du dimanche 17 janvier : notre sélection
Par S. Co. avec AFP ,2021/17-01-2021,Brésil : un joueur remplacé à la mi-temps d’un match après un test Covid positif
"Par Bérangère Lepetit, envoyée spéciale à Chauny (Aisne) ",2021/17-01-2021,"Les tasses Duralex, souvenirs et histoires d’une famille de l’Aisne"
Par Harold Marchetti ,2021/17-01-2021,"De la 7e division à Metz, l’étonnant parcours de Dylan Bronn, fan de Bourvil et de rap"
Par C.B. ,2021/17-01-2021,"Covid-19 : à Saint-Brieuc, pas de couvre-feu à 18 heures !"
Par  ,2021/17-01-2021,Cdiscount : dernières heures pour profiter jusqu'à -50%
Par  ,2021/17-01-2021,La Redoute : 15 ventes flash immanquables pendant les soldes 2021
Par  ,2021/17-01-2021,Fnac Darty : 12 offres exceptionnelles à ne pas manquer ce week-end
Par S. Co. avec AFP ,2021/17-01-2021,"Covid-19 : l’Open d’Australie maintenu aux dates prévues, malgré le confinement de 47 joueurs"
Par Sandrine Bajos ,2021/17-01-2021,"Polar : «Ecrire pendant le confinement a été un acte de survie», raconte Niko Tackian"
Par Grégory Plouviez ,2021/17-01-2021,"«Brèves de solitude», de Sylvie Germain, le premier grand roman du confinement"
Par Grégory Plouviez ,2021/17-01-2021,"Le coronavirus, futur «héros» littéraire"
Par Michaël Zoltobroda ,2021/17-01-2021,France 2 : Daphné Bürki présentera une grande soirée au profit du Secours populaire
Par Olivier Beaumont ,2021/17-01-2021,Macron et le défi de la com’ en temps de crise
"Par Le Parisien, avec AFP ",2021/17-01-2021,Vacances d’hiver : le patron du Club Med exhorte Jean Castex à rouvrir les stations
Par Victor Fortunato et Elie Julien ,2021/17-01-2021,Covid-19 : 422 127 personnes vaccinées en France
"Par Sylvie De Macedo, envoyée spéciale à la Chapelle-Saint-Mesmin (Loiret) ",2021/17-01-2021,"Duralex, la dure loi du marché"
Par Michaël Zoltobroda ,2021/17-01-2021,Une semaine en enfer avec «Les Anges»
Par Vincent Gautronneau ,2021/17-01-2021,Dans les coulisses de l’hallucinante rave-party du 31 décembre en Bretagne
Par Christine Mateus ,2021/17-01-2021,IVG : «Il faut inscrire ce droit dans la constitution»
Par Joffrey Vovos ,2021/17-01-2021,Passeport vaccinal : l’idée fait son chemin en Israël… mais aussi en Europe
Par Catherine Gasté ,2021/17-01-2021,Passeport vaccinal en entreprise : la fausse bonne idée
Par Pauline Théveniaud (avec Jannick Alimi) ,2021/17-01-2021,Covid-19  : peur sur les élections régionales
"Par Dominique Sévérac, envoyé spécial à Angers ",2021/16-01-2021,"Angers-PSG : «C’était très difficile», admet l’adjoint de Pochettino"
Par Le Parisien avec AFP ,2021/16-01-2021,"Trafic d’armes impliquant des militaires : cinq autres suspects mis en examen et incarcérés, dix au total"
"Par Stéphane Bianchi, envoyé spécial à Angers (Maine-et-Loire) ",2021/16-01-2021,Angers-PSG (0-1) : les notes des joueurs parisiens
Par F.V.D.P. ,2021/16-01-2021,"Athlétisme : Renaud Lavillenie saute 5,92 m pour sa rentrée"
"Par Dominique Sévérac, envoyé spécial à Angers (Maine-et-Loire) ",2021/16-01-2021,Angers-PSG (0-1) : Paris évite le piège
Par Frédéric Gouaillard ,2021/16-01-2021,Angers-PSG (0-1) : Neymar n’a pas fait d’étincelles
Par Le Parisien avec AFP ,2021/16-01-2021,Accord de Paris sur le climat : Joe Biden promet de réengager les Etats-Unis
Par P.R. ,2021/16-01-2021,Alençon : un homme aurait reconnu le meurtre de son ex-compagne de 21 ans
Par Le Parisien avec AFP ,2021/16-01-2021,Washington : un homme muni d’une arme et de 500 cartouches arrêté près du Capitole
Par Damien Licata Caruso et Élie Julien ,2021/16-01-2021,"Livraisons   : couvre-feu, météo… Pourquoi Uber Eats et Deliveroo étaient au ralenti"
Par Le Parisien avec AFP ,2021/16-01-2021,Savoie : des avalanches en série font un mort
Par M.G. ,2021/16-01-2021,"«Il a failli broyer une femme»: au Vésinet, la police tire pour arrêter le conducteur fou"
Par Laurent Pruneta et Frédéric Van de Ponseele ,2021/16-01-2021,Ligue 2 : un samedi blanc pour le Paris FC et Chambly
Par Aymeric Renou ,2021/16-01-2021,"Chutes de neige : la circulation perturbée, l’Alsace toujours sans électricité"
Par F.V.D.P. ,2021/16-01-2021,Football : Deschamps n’oubliera «jamais» l’épisode Benzema
Par J. P. ,2021/16-01-2021,Revivez minute par minute la victoire du PSG à Angers (0-1)
Par Élodie Soulié ,2021/16-01-2021,"«Je ne savais pas que ça commençait ce soir» : à Paris, des contrôles dès 18 heures pour le nouveau couvre-feu"
Par F.G. ,2021/16-01-2021,Angers-PSG : Neymar titulaire au sein d’un quatuor en attaque
Par Le Parisien avec AFP ,2021/16-01-2021,"Loi sécurité : 34 000 manifestants selon la police, 200 000 selon les organisateurs"
Par P.R. ,2021/16-01-2021,"Covid-19 en France : 70142 morts depuis le début de l’épidémie, 21406 contaminations en 24h"
Par J.P. ,2021/16-01-2021,Mondial de handball : les Bleus en patrons contre l’Autriche
Par Lionel Chami ,2021/16-01-2021,Ligue 1 : Nîmes coule l’OM au Vélodrome
Par Patrick Caffin ,2021/16-01-2021,"«Nous sommes inquiets» : dans cette école de l’Oise, on a recensé 26 cas positifs au Covid-19 !"
"Par Klervi Le Cozic, correspondante à Bordeaux (Gironde) ",2021/16-01-2021,Ils ont dit bon vent à Georges Pernoud
"Par Julie Rimbert, correspondante à Toulouse (Haute-Garonne) ",2021/16-01-2021,"Procès : dans le réseau bulgare démantelé, le mendiant esclave valait 500 euros"
Par P.R. avec AFP ,2021/16-01-2021,"Affaire Duhamel : après #MeToo, vient le hashtag #MeTooInceste sur les réseaux sociaux"
Par J.P. ,2021/16-01-2021,Bundesliga : Meunier sauve Dortmund contre Mayence
Par Nolwenn Cosson (avec C.Ch) ,2021/16-01-2021,Étampes : la recette du Bouche-à-oreille offerte aux écoles incendiées
Par Le Parisien ,2021/16-01-2021,Neige en Ile-de-France : un accident fait une victime dans le Val-d’Oise
Par Marie Persidat ,2021/16-01-2021,"Au Thillay, ce sont les chevaux qui récupèrent les sapins de Noël"
Par Frédéric Mouchon ,2021/16-01-2021,Passeport vaccinal : «Une solution pour retrouver sa vie d’avant»
Par Rosalie Lucas ,2021/16-01-2021,La colère de François Hollande et Manuel Valls
Par Gérald Moruzzi ,2021/16-01-2021,"Covid-19 : dans le Val-de-Marne, le variant sud-africain entraîne des dépistages massifs"
Par Frédéric Mouchon ,2021/16-01-2021,Passeport vaccinal : l’étonnante adhésion des Français
Par Nolwenn Cosson ,2021/16-01-2021,Agressions d’élus en Ile-de-France  : «Quand est-ce que ça va s’arrêter ?»
Par L.Pr. ,2021/16-01-2021,Ligue 2 : Valenciennes - Paris FC reporté à cause de la neige
Par  ,2021/16-01-2021, Angers - PSG : à quelle heure et sur quelle chaîne regarder le match en direct ?
Par Anthony Lieures ,2021/16-01-2021,"À Sevran, les habitants ayant repoussé les dealers ont le soutien de Valérie Pécresse"
Par Bénédicte Alaniou ,2021/16-01-2021,"Rachat : après le veto de Bercy, Carrefour et Couche-Tard nouent une alliance"
Par Iris Peron ,2021/16-01-2021,Effets indésirables ou mort «naturelle» ? Le brûlant sujet des décès post-vaccination
Par L.Pr et F.V.D.P. ,2021/16-01-2021,Ligue 2 : Chambly - Niort reporté
Par Jila Varoquier ,2021/16-01-2021,Les «sacrifiés du RER D» ne digèrent toujours pas de devoir changer de train
Par J.P. ,2021/16-01-2021,"Athlétisme : Hugues-Fabrice Zango, l’élève de Tamgho, s’offre le record du monde du triple saut en salle"
Par Ottilia Ferey ,2021/16-01-2021,VIDÉO. Les skieurs profitent de la neige à Montmartre : «C’est du grand ski »
Par Stéphanie Guerrin ,2021/16-01-2021,"Avec «Heart of Stone», Netflix mise gros sur Gal Gadot"
Par Olivier Bureau ,2021/16-01-2021,Crise sanitaire : des paniers solidaires distribués par milliers à Gennevilliers
Par Le Parisien avec AFP ,2021/16-01-2021,Les dirigeants du CFCM s’accordent sur une «charte des principes» de l’islam de France
"Par Ronan Folgoas, avec Jérémie Pham-Lê ",2021/16-01-2021,«Où se trouve notre sœur Diary Sow ?»
Par Patrick Caffin ,2021/16-01-2021,"«Ça fait du bien de profiter des plaisirs simples»: à Beauvais, la neige ravit surtout les enfants"
Par Sophie Bordier ,2021/16-01-2021,"Crise sanitaire : à Dammarie-les-Lys, l’espace Pierre-Bachelet déchante"
Par Vincent Mongaillard ,2021/16-01-2021,"Le K2 en hiver, dernier Graal de l’alpinisme?"
Par F.V.D.P. ,2021/16-01-2021,Open d’Australie : 47 joueurs privés d’entraînement après des cas positifs
Par Matthieu Pelloli ,2021/16-01-2021,"«La dette ne peut pas augmenter indéfiniment», avertit la chef économiste du Trésor"
Par F.G. ,2021/16-01-2021,"PSG : Mauricio Pochettino, touché par le Covid, dit se sentir «bien»"
Par Le Parisien avec AFP ,2021/16-01-2021,"Mayotte : un cas du variant sud-africain confirmé, les liaisons aériennes et maritimes suspendues"
Par Stéphane Bianchi ,2021/16-01-2021,Angers-PSG : Marquinhos sur les traces de Cavani
Par Antoine Besse ,2021/16-01-2021,"Laurent, Mohammed, Margaux, José... à Paris, ils sont les visages du marché d’Aligre"
Par Le Parisien ,2021/16-01-2021,PMU - Arrivée du quinté du samedi 16 janvier à Paris-Vincennes : Colonel retrouve ses galons
Par  ,2021/16-01-2021,Angers - PSG : Le meilleur bon plan CANAL+ pour regarder le match
Par Le Parisien avec AFP ,2021/16-01-2021,Vaccins : les maires de Dijon et Besançon dénoncent la «carence de l’État central»
Par Aurélie Foulon ,2021/16-01-2021,"Pigeons, moineaux, martinets, perruches… Charles Louvin, l’homme qui recense les oiseaux parisiens"
"Par Le Parisien, avec AFP ",2021/16-01-2021,Marseille : Rubirola raconte ses doutes dès le premier tour des municipales
Par Le Parisien ,2021/16-01-2021,Paris et sa région sous la neige en 15 images
Par Gérald Moruzzi ,2021/16-01-2021,"Val-de-Marne : à Thiais, on lutte contre le décrochage scolaire dès le CP"
Par Le Parisien avec AFP ,2021/16-01-2021,Allemagne  : le centriste Armin Laschet élu président de la CDU
Par Sébastien Birden ,2021/16-01-2021,"«En aucun cas, ce n’est un moyen de flicage»... à Saint-Germain-en-Laye, un drone va aider la police municipale"
Par Ottilia Ferey et AFP ,2021/16-01-2021,VIDÉO. Coronavirus : ce parc d’attractions «Jurassic» se visite en voiture
Par Le Parisien avec AFP ,2021/16-01-2021,Un vétérinaire élu à la tête du Grand Orient de France
Par Jannick Alimi et Julien Duffé ,2021/16-01-2021,Présidentielle 2022 : Arnaud Montebourg ratisse tous azimuts
Par Juliette Duclos ,2021/16-01-2021,"Au nord de l’Oise, le vent tourne contre les éoliennes"
Par  ,2021/16-01-2021,Samsung Galaxy S21 : Les Galaxy Buds Live offerts pour l’achat du smartphone
Par L.S. ,2021/16-01-2021,"Coupe du monde : ça se rapproche pour Clément Noël, 2e à Flachau"
Par Le Parisien avec AFP ,2021/16-01-2021,Centrafrique : un Casque bleu tué dans une attaque de rebelles
Par Lionel Chami ,2021/16-01-2021,"Ligue 1 : «Goethals, à quel âge il a été champion d’Europe avec l’OM ?», s’interroge Blaquart"
"Par T.d.L, avec agences ",2021/16-01-2021,Alpinisme  : le K2 gravi en hiver pour la première fois... mais le plus dur reste à faire
Par Le Parisien avec AFP ,2021/16-01-2021,Vaccin contre le Covid-19 : Pfizer veut limiter à une semaine ses retards de livraisons
Par Stéphanie Guerrin ,2021/16-01-2021,"OCS : pour «3615 Monique», tapez 2… pour une deuxième saison !"
Par Laure Parny ,2021/16-01-2021,"«Ils n’ont plus rien» : la solidarité s’organise pour Célina et Albano, dont la maison est partie en fumée"
Par L.V. ,2021/16-01-2021,Vendée Globe  : le Drômois Tigrou 26120 vainqueur virtuel !
Par Alexis Bisson ,2021/16-01-2021,«Je me dis que je vais mourir» : le témoignage poignant  d’une victime de la route aux lycéens de l’Oise
Par S. Co. avec AFP ,2021/16-01-2021,"Séisme en Indonésie : «Oui je suis vivant !», les sauveteurs retrouvent une dizaine de rescapés"
Par Aurélie Foulon ,2021/16-01-2021,"Dans le Grand Paris, 126 espèces d’oiseaux ont fait leur nid !"
Par Juliette Pousson ,2021/16-01-2021,Dépistage massif dans les écoles : à quand les tests salivaires rapides ?
Par Le Parisien avec AFP ,2021/16-01-2021,Le Baron Benjamin de Rothschild est décédé à l’âge de 57 ans
Par Laurent Derouet ,2021/16-01-2021,Rouen teste les cadenas à vélo partagés
Par Doris Henry ,2021/16-01-2021,"Sur l’A4, le premier péage sans barrière de France exaspère les automobilistes"
Par Le Parisien avec AFP ,2021/16-01-2021,"«France mémoire», une nouvelle structure pour commémorer l’Histoire, «loin» de la politique"
Par Catherine Lagrange ,2021/16-01-2021,Restaurants fermés : les chefs lyonnais jouent les prolongations dans une caravane
Par Lionel Chami ,2021/16-01-2021,"L2 : Sébastien Desabre, Sébastien Migné… les « Africains » de Niort défient Chambly"
