jour_publication,titre,auteur,categorie
15-02-2021,"Pérou : fustigée pour s’être fait vacciner avant les populations prioritaires, la chef de la diplomatie démissionne",['Le Monde avec AFP'],international
15-02-2021,« L’islam est devenu progressivement un “problème” à mesure qu’il est devenu français »,['Hicham Benaissa'],idees
15-02-2021,Régionales en Catalogne : les indépendantistes renforcent leur majorité au parlement régional,['Le Monde avec AFP et Reuters'],international
15-02-2021,"Face à la détresse de la jeunesse, le retour du débat sur le revenu universel","['Audrey Tonnelier', 'Sylvia Zappi']",politique
15-02-2021,"« Ici, j’ai trouvé des amis incroyables » : la colocation entre étudiants et sans-abri",['Isabelle Rey-Lefebvre'],societe
15-02-2021,G5 Sahel : l’avenir de l’opération « Barkhane » au menu du sommet de N’Djamena,['Elise Vincent'],afrique
15-02-2021,« La violence est constitutive de la présidence de Vladimir Poutine » : les extraits du livre sur la « stratégie du désordre » du président russe,"['Isabelle Mandraud', 'Julien Théron']",idees
15-02-2021,La coalition anticorruption au Kosovo remporte une large victoire aux législatives,['Jean-Baptiste Chastand'],international
15-02-2021,"A New York, les fréquentations passées embarrassantes du milliardaire Leon Black avec Jeffrey Epstein",['Arnaud Leparmentier'],international
14-02-2021,« Le consentement à l’acte sexuel d’un enfant avec un adulte ne devrait jamais avoir à être “examiné” »,['Marie-Pierre Porchy'],idees
14-02-2021,"L’argot de bureau : tako-tsubo ou karoshi, le syndrome du cœur brisé",['Jules Thomas'],emploi
14-02-2021,"Les box, la mode prêt-à-poster",['Valentin Pérez'],m-styles
14-02-2021,"Un opéra, des rockeurs, Trenet, de l’électro-pop… Des concerts à voir sur vos écrans",['Le Monde'],musiques
14-02-2021,"Trois ans après la tuerie de Parkland, Biden veut une réforme des ventes d’armes à feu",['Le Monde avec AFP'],international
14-02-2021,Le prince Harry et Meghan Markle attendent leur deuxième enfant,['Le Monde avec AFP et AP'],international
14-02-2021,"Tournoi des six nations 2021 : victorieux en Irlande, les Bleus confirment leurs progrès",['Clément Martel'],sport
14-02-2021,"Ligue 1 : Lille tenu en échec par Brest, l’OM sauve le nul à Bordeaux",['Le Monde avec AFP'],football
14-02-2021,"Les manifestants dans la rue en Birmanie, malgré le déploiement des blindés par l’armée",['Le Monde avec AFP et Reuters'],international
14-02-2021,"Trump acquitté, Covid-19, Birmanie, mort de Carlos Menem… les cinq infos à retenir du week-end",['Le Monde'],les-decodeurs
14-02-2021,"Gagnants contre perdants : la crise du Covid-19, terreau d’une grogne sociale",['Claire Gatinois'],idees
14-02-2021,"Le mathématicien Timothy Gowers, un « combinatoricien » frondeur au Collège de France",['David Larousserie'],sciences
14-02-2021,"En cas d’inceste, Eric Dupond-Moretti veut un seuil de non-consentement à 18 ans",['Le Monde avec AFP'],societe
14-02-2021,Start-up : un secteur qui crée de plus en plus d’emploi,['Sophy Caulier'],economie
14-02-2021,"« Les restos routiers sont toujours sympas », sur France 5 : des Relais populaires entre nostalgie et renouvellement",['Renaud Machart'],culture
14-02-2021,« La France manque encore de sociétés qui rayonnent à l’échelle globale »,['Sophy Caulier'],economie
14-02-2021,« Plus de civils ou suspects non armés ont été tués au Sahel en 2020 par des forces de sécurité que par des groupes extrémistes »,['Drissa Traoré'],afrique
14-02-2021,"Malgré l’épidémie de Covid-19, les start-up françaises n’en finissent plus de pousser",['Sophy Caulier'],economie
14-02-2021,L’ancien président argentin Carlos Menem est mort,['Christine Legrand'],disparitions
14-02-2021,"Mondiaux de biathlon : après l’argent, le bronze pour Anaïs Chevalier-Bouchet",['Le Monde'],sport
14-02-2021,"« Little Birds » : à Tanger, le chemin d’Anaïs Nin croise la route de Mohamed V",['Thomas Sotinel'],culture
14-02-2021,"« Kentukis », de Samanta Schweblin : peluches connectées, violences débridées",['Ariane Singer'],livres
14-02-2021,« L’amour plus fort que la peur » : actions de soutien aux femmes emprisonnées en Russie,['Le Monde avec AFP'],international
14-02-2021,"D’Elvis Presley à Sophie Marceau, l’éternelle jeunesse de la veste en jean",['Gonzague Dupleix'],m-styles
14-02-2021,Le gouvernement retarde sa décision sur le renouvellement de l’agrément d’Anticor,['Le Monde avec AFP'],politique
14-02-2021,Mondiaux de biathlon : Emilien Jacquelin à nouveau roi de la poursuite,['Le Monde'],sport
14-02-2021,"Avec le Covid-19, déjeuner devant son ordinateur redevient légal",['Anne Rodier'],economie
14-02-2021,"« On croyait faire partie de cette famille » : dans la Somme, les « petites mains » d’Airbus sont les premières victimes de la crise de l’aéronautique",['Camille Bordenet'],economie
14-02-2021,"L’Allemagne ferme une partie de ses frontières, malgré les critiques de l’UE",['Le Monde avec AFP'],planete
14-02-2021,Suivez en direct l’émission « Questions politiques » avec Christophe Castaner,['Le Monde'],
14-02-2021,"« Contre les femmes », d’Abram de Swaan : pourquoi des ennemis de l’émancipation féminine",['Sophie Benard'],livres
14-02-2021,« Où est l’infirmière Tiffany Dover ? » : la théorie complotiste qui obsède les sphères antivaccins,['Assma Maad'],les-decodeurs
14-02-2021,Open d’Australie : Dominic Thiem s’incline à la surprise générale,['Le Monde avec AFP'],sport
14-02-2021,"En cuisine, empiler c’est gagné !",['Stéphanie Noblet'],m-perso
14-02-2021,Violences sexuelles : « Le tribunal médiatique a fini par contaminer l’ordre judiciaire »,['Collectif'],idees
14-02-2021,Chloé Morin : « Le populisme n’est que le symptôme de notre malaise démocratique »,['Solenn de Royer'],politique
14-02-2021,Emmanuel Macron porte-parapluie : c’est peut-être un détail pour vous…,['Marc Beaugé'],m-le-mag
14-02-2021,"En Afrique, l’ampleur de l’épidémie de Covid-19 reste une grande inconnue",['Laurence Caramel'],afrique
14-02-2021,"Olivier Cadiot : « Depuis mon premier livre, je m’avance tout doucement vers l’autobiographie »",['Raphaëlle Rérolle'],livres
14-02-2021,Amour et sexualité à l’heure de la Covid-19,['Marc Gozlan'],
14-02-2021,"Face à la pandémie, Israël met en avant l’Autorité palestinienne",['Jean-Pierre Filiu'],
14-02-2021,"Université : « Le risque existe que le mode de recrutement débouche sur un certain clientélisme, notamment politique »",['Collectif'],idees
14-02-2021,"Le prénom des gens : Valentin, l’amour à mort",['Baptiste Coulmont'],m-perso
14-02-2021,Carrefour : « Ecarter le rachat d’un groupe emblématique français était raisonnable »,['Christophe Cauvy'],idees
14-02-2021,"« Ils arrêtent les gens la nuit » : en Birmanie, la mobilisation ne faiblit pas",['Le Monde avec AFP'],international
14-02-2021,Comment est taxé un non-résident vendant sa maison en France ?,['Jean-François Lucq'],argent
14-02-2021,Le débat sur l’instauration de la proportionnelle aux élections législatives divise la majorité,"['Mariama Darame', 'Olivier Faye']",politique
14-02-2021,L’université d’Amiens dépassée par la détresse psychologique de ses étudiants,['Léonor Lumineau'],campus
14-02-2021,OPA : « La défense de la souveraineté économique n’est pas une spécificité française »,['Frédéric Peltier'],idees
14-02-2021,Reconfinement à Auckland après la détection d’un nouveau foyer en Nouvelle-Zélande,['Le Monde avec AFP et Reuters'],planete
14-02-2021,L’acquittement de Donald Trump confirme la profonde division du Parti républicain,['Gilles Paris'],international
14-02-2021,Sanofi assure que son deuxième vaccin sera bien prêt en 2021,['Le Monde avec AP et Reuters'],planete
14-02-2021,Un violent séisme dans le nord-est du Japon ravive le souvenir de la catastrophe de 2011,['Philippe Mesmer'],planete
14-02-2021,La Ve République et ses institutions bousculées par la crise du Covid-19,"['Sarah Belouezzane', 'Olivier Faye', 'Abel Mestre']",politique
14-02-2021,"Covid-19 : les anticorps monoclonaux, traitement prometteur mais coûteux",['Valérie Handweiler'],planete
14-02-2021,"Sur les sites de rencontres pour seniors, l’amour n’a pas d’âge",['Pauline Ferrari'],pixels
14-02-2021,Gérald Darmanin engage la procédure de dissolution du groupe Génération identitaire,['Le Monde avec AFP'],politique
14-02-2021,Donald Trump acquitté sans gloire à l’issue de son second procès en destitution,['Gilles Paris'],international
14-02-2021,« Coloniser Mars ? Le fantasme d’un exode vers d’autres mondes nourrit nos imaginaires et rend supportable la destruction de notre environnement »,['Stéphane Foucart'],idees
14-02-2021,Ebola : l’OMS va aider la Guinée à « circonscrire la situation »,['Le Monde avec AFP'],sante
14-02-2021,"Dans les Vosges, la fermeture de la station de ski de Ventron tourne au Clochemerle",['Clément Guillou'],economie
13-02-2021,"Adel Abdessemed : « J’ai deux naissances, la première en Algérie, la seconde en France »",['Vanessa Schneider'],culture
13-02-2021,"Qu’est-ce que le Losar, le Nouvel An tibétain ?",['Christophe Boisvieux'],le-monde-des-religions
13-02-2021,"Chez les hommes, les poils se font la malle",['Maïa Mazaurette'],m-perso
13-02-2021,On monte le son ! Cinq podcasts spécial évasion,['Marlène Duretz'],m-perso
13-02-2021,"Des sans-abri hébergés après avoir occupé l’Hôtel-Dieu, à Paris",['Le Monde avec AFP'],societe
13-02-2021,"Cinéma : « Après le Covid-19, le retour à la vie devra s’accompagner d’une profonde modernisation de notre système de soutien à la création »","['Pascal Rogard', 'Jérôme Seydoux']",idees
13-02-2021,"Tournoi des six nations : une semaine après son exploit en Angleterre, l’Ecosse s’incline face au Pays de Galles",['Le Monde'],sport
13-02-2021,La Cour suprême américaine donne son feu vert à l’extradition de deux complices présumés de Carlos Ghosn,['Le Monde avec AFP et Reuters'],international
13-02-2021,"Séries télé : « Le Covid-19 n’est pas encore vaincu que la bataille des récits, elle, a déjà commencé »","['Laurence Herszberg', 'Pierre Ziemniak']",idees
13-02-2021,"En Algérie, des ONG se mobilisent contre la torture et les conditions de détention",['Le Monde avec AFP'],afrique
13-02-2021,"Ligue 1 : le PSG gagne, mais ne se rassure pas avant d’affronter Barcelone",['Le Monde'],football
13-02-2021,Donald Trump acquitté à l’issue de son second procès en destitution,['Le Monde avec AFP et AP'],international
13-02-2021,Mondiaux de biathlon : la médaille d’argent pour Anaïs Chevalier-Bouchet au sprint,['Le Monde'],sport
13-02-2021,Projet de loi « séparatisme » : l’Assemblée vote l’élargissement des motifs de fermeture des lieux de culte,['Le Monde avec AFP'],societe
13-02-2021,Une enquête ouverte après des menaces de mort à l’encontre du maire de Trappes,['Le Monde avec AFP'],societe
13-02-2021,Les acteurs du design modèlent leur réalité virtuelle,['Marie Godfrain'],m-styles
13-02-2021,"Podcast : après « les couilles », Victoire Tuaillon pose « le cœur » sur la table",['Emilie Grangeray'],culture
13-02-2021,"Graham Swift, l’Anglais quintessentiel",['Florence Noiville'],livres
13-02-2021,Titres de séjour : le trafic lucratif des rendez-vous,['Juliette Bénézit'],societe
13-02-2021,"Taux d’incidence, nombre de personnes vaccinées : les définitions et les limites des grands indicateurs du Covid-19",['Léa Sanchez'],les-decodeurs
13-02-2021,Covid-19 : colère et désarroi chez les patients de plus de 75 ans sans rendez-vous vaccinal,['Camille Stromboni'],planete
13-02-2021,"« House of Cards », sur Arte.tv : peinture d’un monde politique dépravé, en version britannique",['Thomas Sotinel'],culture
13-02-2021,Covid-19 : les écoles restent ouvertes en Moselle et à Dunkerque malgré la circulation de variants,['Le Monde avec AFP'],sante
13-02-2021,« Ses règles laissent à la BCE une grande marge de manœuvre pour lutter contre le changement climatique »,['Frank Elderson'],idees
13-02-2021,"Pete Dexter, Jon McGregor : la chronique « poches » de Véronique Ovaldé",['Véronique Ovaldé'],livres
13-02-2021,"« Secouée depuis deux ou trois ans, l’industrie sucrière espère retrouver son allant »",['Laurence Girard'],economie
13-02-2021,"Resto : Balady, Orient express",['Marie Aline'],m-styles
13-02-2021,"En Birmanie, la pression augmente sur les militaires, qui multiplient les arrestations",['Le Monde avec AFP'],international
13-02-2021,Réforme de la Ligue des champions : avantages et inconvénients du « championnat incomplet »,['Le Monde'],sport
13-02-2021,"Italie : le retour aux affaires de la Ligue, cadeau empoisonné pour Matteo Salvini",['Jérôme Gautheret'],international
13-02-2021,Les pénuries de médicaments s’aggravent au Liban,['Laure Stephan'],international
13-02-2021,Vaccin Pfizer-BioNTech : des cas d’hypertension artérielle sous haute surveillance,['Sandrine Cabut'],planete
13-02-2021,"Procès « Ulysse » : Hicham El-Hanafi, un commis voyageur du djihad devant la cour d’assises de Paris",['Christophe Ayad'],police-justice
13-02-2021,Assumer le débat institutionnel,['Le Monde'],idees
